#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B3CBB6
#Date Time: 2026-07-17 00:07:11.766
#Start: 500 Hz
#Stop: 100000 Hz
#Steps: 100
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.49996 V
#Offset: -5.00031 V
#Relative: no
#Channel: Channel 2
#Range: 5.53101 V
#Offset: -4.99998 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
500.0000000000005,-19.68943419381427,7.356553119109039,131.0627879988458
527.4881790208877,-19.25005778781441,7.292762325977137,133.497494145902
556.4875580135443,-18.64643221415896,7.082520906854524,134.3128826199825
587.0812172486903,-18.09080968924721,6.90617166961101,135.8920195689208
619.3568044477557,-17.66869130150667,6.919641746088331,137.1506335780063
653.406785884685,-17.2045000787892,6.860227307961858,138.5812668173112
689.3287112924065,-16.61225718060809,6.566232705295436,141.1083909962288
727.2254933328937,-16.1444692571194,6.502716155947141,142.6229055998797
767.2057024314698,-15.73159132515365,6.580266828929922,143.0578148026055
809.3838778200335,-15.29086859057058,6.574967270636415,143.9268533759031
853.8808556803085,-14.91897439878905,6.689243008986397,144.5772375079128
900.8241153272068,-14.5911033683413,6.821608772293183,145.8401794099792
950.3481444241002,-14.45036562623068,7.29904600006131,145.8112315329015
1002.594824276296,-13.96733714582161,7.292171524694865,145.7297824998056
1057.713836306541,-13.53059825806917,7.335915230434029,145.8707694803959
1115.863090877068,-13.33737963185753,7.772792605853921,145.0964629803254
1177.209179686728,-12.95522176824727,8.022689268060926,143.0695725389396
1241.92785303925,-12.74362073848454,8.507386037243199,141.0036717086494
1310.20452334999,-12.32041010029008,8.750542249946173,138.5949744863989
1382.234796333631,-11.90772211371097,9.060577167553035,135.3088613724897
1458.225031394669,-11.23395241890304,9.214927103847518,129.8505520911032
1538.392932826102,-10.47328666356154,9.359263925531714,123.773765604816
1622.968173510086,-9.498386347532646,9.371617916172996,117.1235520284209
1712.193052907382,-8.119542665125248,9.014046697004677,110.6055255124645
1806.323191220659,-6.422915890649151,8.484632375105921,103.8427204660754
1905.628261720369,-4.434297171999305,7.808923385303417,97.32736401390591
2010.392763331233,-2.35255461051013,7.047986881952527,92.32798525873766
2120.916835692723,0.007987127491228476,6.119477666863405,87.59695317157443
2237.517119028597,1.867262759762034,4.823394088875287,86.01553201870763
2360.527661288914,2.98820741966213,3.581817065788957,84.41805748698559
2490.300875163447,3.446778543042765,2.682026872552334,82.82223242376455
2627.20854770818,3.602101644369715,1.944416978995158,80.90692021544325
2771.642905477397,3.502361545996359,1.310108809320739,79.17558938627148
2924.017738212867,3.311406725005392,0.7100546973830835,76.94752835512804
3084.76958430936,2.883377681147688,0.01146530673533178,75.77432015170966
3254.358981452731,2.366449671881085,-0.7911803879079561,75.50491492032052
3433.271786013541,1.914004927110325,-1.566820956754482,75.50446677408181
3622.020564976146,1.573233241680958,-2.233010759103145,75.49999423770583
3821.14606439095,1.267217742701039,-2.930130505882753,75.52249818657126
4031.218758556826,1.032889841988624,-3.529255985061647,75.62801754234704
4252.840484371965,0.7988638179539874,-4.231358776824806,75.88649003361532
4486.646165535356,0.6190279177244039,-4.845947763505608,76.03737241943951
4733.305631538587,0.4672061225081237,-5.423081223918422,76.61498218534388
4993.525536659204,0.3417733659501072,-5.960031718494801,76.6099858110144
5268.051384453324,0.2173215591869442,-6.588762709816622,76.91396494259993
5557.669663547502,0.1196391436718594,-7.166527821903719,77.05365176108336
5863.210100848602,0.03676525874024229,-7.676272407129464,77.06663250677899
6185.548038627006,-0.03352210920872974,-8.208407646499971,77.25351080376296
6525.606942283164,-0.09631912724502036,-8.7414832126349,77.71727409640346
6884.361045982021,-0.1527744162960784,-9.246538072210573,77.75194255288247
7262.838143734777,-0.1984163127150856,-9.756828544060564,77.81436405118512
